Name,Platform,Year,Genre,Publisher,NorthAmerica_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales,Multi_Platform
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,False
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.01,0.03,True
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.03,True
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,False
Totally Spies!,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,False
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.03,False
DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,False
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,True
Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0.0,0.0,0.03,0.0,0.03,False
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,True
Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International,0.02,0.01,0.0,0.01,0.03,False
RoadKill,GC,2003,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,True
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,False
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,False
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0.0,0.02,0.0,0.01,0.03,True
Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,False
F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,True
Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,False
Pocket Fighter,SAT,1998,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,True
Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Ojyousama Express,SAT,1998,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03,True
Starsky & Hutch,GBA,2003,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,True
Sitting Ducks,GBA,2003,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,True
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03,False
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,False
Eyeshield 21: Field Saikyou no Senshi Tachi,WII,2007,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,False
Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,False
House M.D.,DS,2010,Adventure,Mindscape,0.02,0.0,0.0,0.0,0.03,False
thinkSMART FAMILY!,WII,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,False
Ultimate Block Party,PSP,2004,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,False
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,True
Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,False
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,True
Mahjong 300,DS,2011,Puzzle,Avanquest,0.0,0.03,0.0,0.0,0.03,False
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,False
Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,False
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,True
Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,True
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,False
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,False
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,False
Dr. Muto,GC,2002,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,True
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,True
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,True
Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,False
Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,True
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,False
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,False
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,True
MotoGP 15,XONE,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,True
Highschool Terra Story,SAT,1998,Adventure,KID,0.0,0.0,0.03,0.0,0.03,False
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,True
The Golf Club,XONE,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,True
Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,False
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,False
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,False
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.03,True
Ebikore Photo Kano Kiss ,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,False
East India Company Collection,PC,2010,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,False
Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03,False
Fast & Furious: Showdown,X360,2013,Action,Activision,0.0,0.03,0.0,0.0,0.03,True
Winning Post 7 2009,PSP,2009,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,False
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,0.0,0.0,0.03,0.0,0.03,False
Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,True
The Voice,PS3,2014,Action,Activision,0.02,0.0,0.0,0.01,0.03,True
Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,True
Guilty Gear XX Accent Core Plus,WII,2009,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,True
Kekkaishi: Kokubourou Shuurai,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.0,0.0,0.03,False
Montessori Music,DS,2008,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,False
World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,False
Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,False
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,False
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,False
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,False
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,False
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,False
Max & the Magic Marker,WII,2011,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,True
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,False
StormLover,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,False
Gloria Union,PSP,2011,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,False
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,True
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,True
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,False
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WIIU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,True
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
Ratatouille,PC,2007,Action,THQ,0.01,0.01,0.0,0.0,0.03,True
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,False
Rabbids Land,WIIU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,False
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,False
Go! Go! Hypergrind,GC,2003,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,False
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,False
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0.0,0.0,0.03,False
Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,False
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,True
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,True
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,False
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,False
Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,True
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,False
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,False
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,False
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,0.02,0.01,0.0,0.0,0.03,False
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,True
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,False
Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,True
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,False
King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,False
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,False
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,False
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,False
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,False
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,False
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,False
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,True
N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03,True
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,False
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,False
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,False
Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,False
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,False
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,False
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,True
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,False
Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,False
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,False
Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0.0,0.0,0.03,False
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,False
Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,False
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,False
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,False
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,False
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Terraria,WIIU,2016,Action,505 Games,0.0,0.03,0.0,0.0,0.03,True
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,False
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0.0,0.0,0.03,0.0,0.03,False
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,False
Downstream Panic!,PSP,2008,Action,Atari,0.03,0.0,0.0,0.0,0.03,False
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,False
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,False
Boot Camp Academy,WII,2010,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,False
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,False
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,False
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03,False
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,False
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03,False
Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03,False
Who Wants to be a Millionaire: 1st Edition,WII,2007,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,True
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0.0,0.0,0.03,False
Tenka-bito,PS2,2006,Strategy,Sega,0.0,0.0,0.03,0.0,0.03,False
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,False
Doodle Hex,DS,2008,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,False
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,False
Valentino Rossi: The Game,XONE,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,True
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,False
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,False
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,False
Story Hour: Adventures,WII,2008,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,False
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0.0,0.0,0.03,0.0,0.03,False
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,False
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,True
Heathcliff! The Fast and the Furriest,WII,2010,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03,False
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,False
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,False
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,False
Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,False
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,False
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,False
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,True
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03,True
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,False
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,False
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,False
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03,False
SD Gundam: Gashapon Wars,WII,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,True
Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,True
Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,False
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.02,0.01,0.0,0.0,0.03,False
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03,False
SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,False
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,False
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,True
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,True
Harley-Davidson: Road Trip,WII,2010,Racing,Destineer,0.03,0.0,0.0,0.0,0.03,False
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0,0.03,False
MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,False
Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,False
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,True
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.0,0.03,True
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,True
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,False
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,True
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,True
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,False
Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,False
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,False
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,False
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03,False
Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,True
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,True
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0.0,0.0,0.03,0.0,0.03,False
GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.0,0.03,False
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,True
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,True
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,False
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03,False
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,True
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Nanashi no Game Me,DS,2009,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,False
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,True
Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,False
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,False
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,True
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,False
Megpoid the Music#,PSP,2013,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,False
Batman: A Telltale Game Series,XONE,2016,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,True
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,True
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,False
Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,False
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,False
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,False
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,True
World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,True
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,False
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,False
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,True
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,False
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,False
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,True
